position,player,x,y,cluster,league,age,dominant_foot
FW,Yussuf Poulsen,-5.694107,8.69706,0,Bundesliga,27,83% right footed
FW,Dennis Praet,4.9250207,-0.62658113,1,Serie A,27,91% right footed
FW,Nicolas de Préville,0.665982,2.1521614,1,Ligue 1,30,82% right footed
FW,Javi Puado,-1.1477488,4.4259777,0,La Liga,23,89% right footed
FW,Antonio Puertas,-0.9204366,4.6330695,1,La Liga,29,74% right footed
FW,Teemu Pukki,-10.272729,4.0789924,0,Premier League,31,88% right footed
FW,Christian Pulisic,-3.1058486,1.9325689,0,Premier League,22,80% right footed
FW,Ignacio Pussetto,0.8241961,5.6752424,1,Serie A,25,91% right footed
FW,Fabio Quagliarella,-6.7866025,-1.0205956,0,Serie A,38,74% right footed
FW,Rafinha,8.675438,7.848462,1,La Liga,28,87% left footed
FW,Sandro Ramírez,-4.968111,0.5109742,0,La Liga,26,88% right footed
FW,Raphinha,3.5158682,-6.8271775,2,Premier League,24,90% left footed
FW,Elba Rashani,-1.8988976,8.034831,1,Ligue 1,28,80% left footed
FW,Marcus Rashford,-2.7636263,3.074569,0,Premier League,23,90% right footed
FW,Milot Rashica,0.42894632,2.646212,1,Premier League,25,81% right footed
FW,Giacomo Raspadori,-0.7008363,-3.2576773,1,Serie A,21,70% right footed
FW,Nathan Redmond,5.8720636,-1.2284942,1,Premier League,27,91% right footed
FW,Marco Reus,9.995935,-6.8569317,2,Bundesliga,32,75% right footed
FW,Nico Ribaudo,2.297992,1.6268085,1,La Liga,20,90% right footed
FW,Franck Ribéry,6.9134464,-1.9226996,1,Serie A,38,86% right footed
FW,Richarlison,-4.838917,7.0993304,0,Premier League,24,79% right footed
FW,Marco Richter,2.4858372,5.203078,1,Bundesliga,23,76% right footed
FW,Luis Rioja,1.1470616,2.5205235,1,La Liga,27,91% left footed
FW,Renaud Ripart,1.1123766,7.9233747,1,Ligue 1,28,73% right footed
FW,Tyler Roberts,-2.036872,1.0660532,1,Premier League,22,85% right footed
FW,Rodrigo,0.2756563,-0.0520949,1,Premier League,30,88% left footed
FW,Ángel Rodríguez,-6.7710614,4.475535,0,La Liga,34,87% right footed
FW,Óscar Rodríguez Arnaiz,3.148837,2.5592325,1,La Liga,23,86% right footed
FW,Dani Rodríguez,4.899657,5.416289,1,La Liga,33,81% right footed
FW,Jay Rodriguez,-7.606989,4.769981,0,Premier League,32,94% right footed
FW,Rodrygo,2.8447878,-4.4201455,2,La Liga,20,92% right footed
FW,Cristiano Ronaldo,-12.1128,-4.706053,0,Premier League,36,85% right footed
FW,Georginio Rutter,-5.7503386,8.460259,0,Bundesliga,19,56% left footed
FW,Alexis Saelemaekers,10.884795,0.30792287,1,Serie A,22,80% right footed
FW,Allan Saint-Maximin,6.064128,-13.590292,2,Premier League,24,89% right footed
FW,Bukayo Saka,3.5153337,-7.023178,2,Premier League,19,80% left footed
FW,Mohamed Salah,3.379874,-11.641227,2,Premier League,29,85% left footed
FW,Roland Sallai,-1.8006732,-5.342615,1,Bundesliga,24,81% right footed
FW,Salvi,-1.9446493,4.631718,0,La Liga,30,88% right footed
FW,Mama Samba Baldé,2.6811228,9.353695,1,Ligue 1,25,82% right footed
FW,Junior Sambia,0.34143123,3.8162107,1,Ligue 1,24,82% right footed
FW,Antonio Sanabria,-11.779751,2.5984707,0,Serie A,25,77% right footed
FW,Oihan Sancet,-1.0217742,-3.76048,1,La Liga,21,90% right footed
FW,Antonio Sánchez,5.2714,8.717308,1,La Liga,24,82% right footed
FW,Jadon Sancho,7.151464,-3.9247491,2,Premier League,21,89% right footed
FW,Leroy Sané,6.559051,-9.973734,2,Bundesliga,25,84% left footed
FW,Nicola Sansone,-0.7244896,-6.228508,2,Serie A,29,84% right footed
FW,Riccardo Saponara,5.857674,-4.7847867,2,Serie A,29,73% right footed
FW,Josh Sargent,0.9291789,8.480331,1,Premier League,21,75% right footed
FW,Ismaila Sarr,-2.7900624,2.835881,0,Premier League,23,94% right footed
FW,Martin Satriano,-13.487792,4.6380897,0,Ligue 1,20,93% right footed
FW,Gianluca Scamacca,-12.763019,-2.314519,0,Serie A,22,91% right footed
FW,Patrik Schick,-13.045716,-5.1293445,0,Bundesliga,25,79% left footed
FW,Jeffrey Schlupp,4.1658463,6.0241823,1,Premier League,28,80% left footed
FW,Davie Selke,-10.760973,4.118561,0,Bundesliga,26,91% right footed
FW,Suat Serdar,4.909954,7.074739,1,Bundesliga,24,88% right footed
FW,Janni Serra,-7.3329916,5.3012176,0,Bundesliga,23,75% left footed
FW,Stephan El Shaarawy,7.7310314,-4.844953,2,Serie A,28,93% right footed
FW,André Silva,-10.588585,-3.4519851,0,Bundesliga,25,88% right footed
FW,Bernardo Silva,7.849194,-2.6966465,2,Premier League,26,91% left footed
FW,Giovanni Simeone,-9.918916,6.4988337,0,Serie A,26,87% right footed
FW,Moses Simon,5.645669,-6.01539,2,Ligue 1,26,80% right footed
FW,Emile Smith Rowe,-0.6417966,-0.76338893,1,Premier League,21,82% right footed
FW,Rubén Sobrino,-2.3721764,7.083634,1,La Liga,29,86% right footed
FW,Roberto Soriano,5.9718328,0.86913854,1,Serie A,30,78% right footed
FW,Alexander Sørloth,-5.0775657,5.953783,0,La Liga,25,70% left footed
FW,Florian Sotoca,-0.9433316,0.22028255,1,Ligue 1,30,93% right footed
FW,Riccardo Sottil,3.8137379,-1.7410537,1,Serie A,22,79% right footed
FW,Renato Steffen,4.032384,1.7605151,1,Bundesliga,29,88% left footed
FW,Raheem Sterling,3.3837473,-9.62981,2,Premier League,26,91% right footed
FW,Lars Stindl,-2.6548574,-3.0236943,1,Bundesliga,32,80% right footed
FW,Luis Suárez,-13.243611,0.17122105,0,La Liga,34,83% right footed
FW,Isaac Success,-0.47015673,-7.2843084,2,Serie A,25,84% right footed
FW,Kamaldeen Sulemana,12.172123,-2.2675076,2,Ligue 1,19,84% right footed
FW,Dominik Szoboszlai,9.205119,-7.6345243,2,Bundesliga,20,90% right footed
FW,Martin Terrier,-1.960383,-8.608004,2,Ligue 1,24,92% right footed
FW,Jan Thielmann,9.015161,2.655725,1,Bundesliga,19,90% right footed
FW,Marcus Thuram,-4.246654,9.759808,0,Bundesliga,23,84% right footed
FW,Karl Toko Ekambi,1.3701578,-9.553613,2,Ligue 1,28,90% right footed
FW,Raúl de Tomás,-13.719106,-0.25663802,0,La Liga,26,77% right footed
FW,Tiago Tomás,-9.073228,3.7953985,0,Bundesliga,19,85% right footed
FW,Ivan Toney,-8.371343,0.15582165,0,Premier League,25,84% right footed
FW,Óliver Torres,6.905431,3.6318889,1,La Liga,26,93% right footed
FW,Yoann Touzghar,-12.343803,2.0459538,0,Ligue 1,34,89% right footed
FW,Adama Traoré,6.1462684,-13.6979475,2,Premier League,25,83% right footed
FW,Manu Trigueros,5.465151,2.5805469,1,La Liga,29,71% right footed
FW,Francisco Trincão,6.434882,6.457169,1,Premier League,21,91% left footed
FW,Leandro Trossard,3.8197796,-4.689328,1,Premier League,26,81% right footed
FW,Hwang Ui-jo,-13.553497,3.4379065,0,Ligue 1,28,86% right footed
FW,Enes Ünal,-9.783158,7.408551,0,La Liga,24,91% right footed
FW,Cengiz Ünder,1.8635768,-6.7478604,2,Ligue 1,24,69% left footed
FW,Mark Uth,0.3418931,-4.358356,2,Bundesliga,29,87% left footed
FW,Vanderson,7.125003,4.276273,1,Ligue 1,20,82% right footed
FW,Jamie Vardy,-13.520026,-1.4595274,0,Premier League,34,76% right footed
FW,Ruben Vargas,1.1968768,2.207617,1,Bundesliga,22,84% right footed
FW,Daniele Verde,0.9022524,-8.527407,2,Serie A,25,90% left footed
FW,Tonny Vilhena,-1.635747,4.8990064,1,La Liga,26,86% left footed
FW,Dušan Vlahović,-12.674046,-4.510483,0,Serie A,21,76% left footed
FW,Kevin Volland,-2.8108697,-4.5202594,0,Ligue 1,29,77% left footed
FW,Ollie Watkins,-9.4097185,2.7700367,0,Premier League,25,86% right footed
FW,Timothy Weah,1.7689384,-2.5167515,1,Ligue 1,21,91% right footed
FW,Wout Weghorst,-9.524709,5.640105,0,Bundesliga,28,87% right footed
FW,Danny Welbeck,-10.384883,2.7065327,0,Premier League,30,91% right footed
FW,Timo Werner,-8.728661,-1.4763199,0,Premier League,25,85% right footed
FW,Iñaki Williams,-10.064993,-0.58891416,0,La Liga,27,89% right footed
FW,Callum Wilson,-13.740197,4.0435257,0,Premier League,29,87% right footed
FW,Patrick Wimmer,11.73227,1.7699953,1,Bundesliga,20,78% right footed
FW,Jonas Wind,-7.0330386,0.5099745,0,Bundesliga,22,85% right footed
FW,Florian Wirtz,9.566248,-8.327543,2,Bundesliga,18,90% right footed
FW,Yoane Wissa,-11.447062,5.5419,0,Premier League,24,88% right footed
FW,Marius Wolf,4.79778,2.6665063,1,Bundesliga,26,93% right footed
FW,Jeong Woo-yeong,-5.979176,-1.0100554,0,Bundesliga,21,79% right footed
FW,Chris Wood,-12.422292,3.8654544,0,Premier League,29,82% right footed
FW,Burak Yılmaz,-13.188291,0.76708704,0,Ligue 1,36,88% right footed
FW,Ashley Young,0.82659876,4.4660087,1,Premier League,36,77% right footed
FW,Mattia Zaccagni,3.3873777,-3.8550289,1,Serie A,26,87% right footed
FW,Wilfried Zaha,10.280428,-2.964277,2,Premier League,28,89% right footed
FW,Nicolò Zaniolo,1.3194369,-3.1203249,1,Serie A,22,85% left footed
FW,Duván Zapata,0.6637005,-11.08311,2,Serie A,30,77% right footed
FW,Andi Zeqiri,-7.921226,4.623642,0,Bundesliga,22,70% left footed
FW,Hakim Ziyech,6.857351,-9.928499,2,Premier League,28,88% left footed
